onset	duration	nEvent	EventType	channel
93.73	0.019	715	FR	13-14
103.7635	0.0215	716	FR	13-14
104.7155	0.0125	717	FR	13-14
109.231	0.016	718	FR	13-14
122.079	0.017	719	FR	13-14
139.005	0.014	720	FR	13-14
141.097	0.0145	721	FR	13-14
148.6295	0.032	722	FR	13-14
155.4585	0.025	723	FR	13-14
156.3775	0.015	724	FR	13-14
163.391	0.0115	725	FR	13-14
166.074	0.0105	726	FR	13-14
168.5375	0.027	727	FR	13-14
169.52	0.0155	728	FR	13-14
173.573	0.0255	729	FR	13-14
174.146	0.022	730	FR	13-14
175.3035	0.0095	731	FR	13-14
177.454	0.02	732	FR	13-14
179.5205	0.0115	733	FR	13-14
181.5755	0.0145	734	FR	13-14
189.9635	0.033	735	FR	13-14
190.953	0.012	736	FR	13-14
200.7255	0.029	737	FR	13-14
202.59	0.02	738	FR	13-14
208.471	0.022	739	FR	13-14
210.427	0.0155	740	FR	13-14
218.1195	0.023	741	FR	13-14
219.29	0.013	742	FR	13-14
220.437	0.0135	743	FR	13-14
221.489	0.0255	744	FR	13-14
224.672	0.0165	745	FR	13-14
225.638	0.029	746	FR	13-14
227.512	0.0165	747	FR	13-14
228.454	0.014	748	FR	13-14
230.258	0.025	749	FR	13-14
231.3415	0.021	750	FR	13-14
232.23	0.0185	751	FR	13-14
0.478	0.0205	752	FR	14-15
2.6945	0.0225	753	FR	14-15
3.787	0.037	754	FR	14-15
6.062	0.0195	755	FR	14-15
7.2095	0.013	756	FR	14-15
8.252	0.038	757	FR	14-15
9.458	0.0145	758	FR	14-15
10.5435	0.0115	759	FR	14-15
11.6805	0.0365	760	FR	14-15
12.7345	0.0215	761	FR	14-15
21.452	0.022	762	FR	14-15
24.4185	0.013	763	FR	14-15
25.4345	0.0295	764	FR	14-15
27.4485	0.0155	765	FR	14-15
29.542	0.0125	766	FR	14-15
31.6835	0.0145	767	FR	14-15
32.8155	0.03	768	FR	14-15
34.9505	0.0245	769	FR	14-15
35.983	0.019	770	FR	14-15
37.1285	0.0185	771	FR	14-15
39.047	0.0185	772	FR	14-15
40.5955	0.0205	773	FR	14-15
46.128	0.0155	774	FR	14-15
51.1885	0.024	775	FR	14-15
52.783	0.022	776	FR	14-15
53.799	0.02	777	FR	14-15
63.2005	0.0135	778	FR	14-15
63.2215	0.0185	779	FR	14-15
66.7415	0.0235	780	FR	14-15
70.1365	0.0155	781	FR	14-15
72.324	0.029	782	FR	14-15
73.84	0.04	783	FR	14-15
75.304	0.0195	784	FR	14-15
76.47	0.0425	785	FR	14-15
77.639	0.015	786	FR	14-15
78.714	0.0275	787	FR	14-15
80.869	0.027	788	FR	14-15
85.049	0.0155	789	FR	14-15
89.091	0.013	790	FR	14-15
90.115	0.022	791	FR	14-15
91.8695	0.031	792	FR	14-15
95.834	0.018	793	FR	14-15
103.7635	0.019	794	FR	14-15
104.711	0.0145	795	FR	14-15
109.237	0.0115	796	FR	14-15
114.03	0.013	797	FR	14-15
122.0765	0.019	798	FR	14-15
123.0785	0.0115	799	FR	14-15
123.95	0.014	800	FR	14-15
124.977	0.0175	801	FR	14-15
125.9625	0.019	802	FR	14-15
126.8305	0.018	803	FR	14-15
128.7375	0.014	804	FR	14-15
138.9995	0.0185	805	FR	14-15
140.118	0.0155	806	FR	14-15
146.7595	0.025	807	FR	14-15
148.629	0.032	808	FR	14-15
155.469	0.0345	809	FR	14-15
156.3625	0.0265	810	FR	14-15
162.488	0.023	811	FR	14-15
163.388	0.018	812	FR	14-15
175.3035	0.023	813	FR	14-15
176.5275	0.0115	814	FR	14-15
179.5075	0.0315	815	FR	14-15
182.476	0.02	816	FR	14-15
185.293	0.0225	817	FR	14-15
186.207	0.024	818	FR	14-15
189.9765	0.0215	819	FR	14-15
190.959	0.026	820	FR	14-15
200.7295	0.0095	821	FR	14-15
204.638	0.0135	822	FR	14-15
208.471	0.027	823	FR	14-15
210.411	0.0145	824	FR	14-15
212.762	0.014	825	FR	14-15
219.289	0.0155	826	FR	14-15
221.495	0.016	827	FR	14-15
222.568	0.013	828	FR	14-15
223.6465	0.0235	829	FR	14-15
225.6285	0.0325	830	FR	14-15
227.516	0.0125	831	FR	14-15
229.3885	0.0195	832	FR	14-15
230.257	0.024	833	FR	14-15
231.3475	0.011	834	FR	14-15
232.23	0.022	835	FR	14-15
233.6145	0.033	836	FR	14-15
234.853	0.0215	837	FR	14-15
0.501	0.0115	838	FR	15-16
1.644	0.0095	839	FR	15-16
4.9705	0.0135	840	FR	15-16
6.069	0.019	841	FR	15-16
7.1945	0.0225	842	FR	15-16
8.277	0.01	843	FR	15-16
10.549	0.027	844	FR	15-16
11.6875	0.0405	845	FR	15-16
12.7575	0.0175	846	FR	15-16
13.825	0.0185	847	FR	15-16
24.431	0.0155	848	FR	15-16
25.4365	0.04	849	FR	15-16
26.527	0.0295	850	FR	15-16
27.446	0.028	851	FR	15-16
28.478	0.0175	852	FR	15-16
34.956	0.019	853	FR	15-16
35.9735	0.0325	854	FR	15-16
37.1275	0.018	855	FR	15-16
39.0445	0.037	856	FR	15-16
52.7945	0.012	857	FR	15-16
63.2105	0.026	858	FR	15-16
66.7405	0.019	859	FR	15-16
70.1155	0.0415	860	FR	15-16
72.311	0.032	861	FR	15-16
73.8315	0.027	862	FR	15-16
75.326	0.028	863	FR	15-16
76.468	0.027	864	FR	15-16
77.6345	0.0315	865	FR	15-16
78.729	0.014	866	FR	15-16
79.746	0.014	867	FR	15-16
80.867	0.0285	868	FR	15-16
81.8985	0.0265	869	FR	15-16
84.0475	0.0175	870	FR	15-16
85.05	0.0145	871	FR	15-16
89.081	0.0305	872	FR	15-16
91.875	0.026	873	FR	15-16
92.8515	0.0175	874	FR	15-16
93.929	0.023	875	FR	15-16
95.82	0.0305	876	FR	15-16
104.7215	0.0285	877	FR	15-16
105.7145	0.02	878	FR	15-16
106.761	0.015	879	FR	15-16
107.2955	0.0165	880	FR	15-16
107.321	0.0115	881	FR	15-16
108.2155	0.0125	882	FR	15-16
109.2505	0.0175	883	FR	15-16
120.005	0.011	884	FR	15-16
123.085	0.021	885	FR	15-16
125.9685	0.0135	886	FR	15-16
128.7365	0.0255	887	FR	15-16
129.791	0.018	888	FR	15-16
139.006	0.015	889	FR	15-16
140.116	0.019	890	FR	15-16
146.7585	0.0365	891	FR	15-16
147.6995	0.026	892	FR	15-16
155.465	0.0325	893	FR	15-16
156.376	0.0195	894	FR	15-16
157.7255	0.0185	895	FR	15-16
161.609	0.017	896	FR	15-16
163.3925	0.013	897	FR	15-16
168.536	0.019	898	FR	15-16
175.3045	0.0275	899	FR	15-16
177.459	0.021	900	FR	15-16
180.5055	0.016	901	FR	15-16
181.56	0.016	902	FR	15-16
183.3715	0.0195	903	FR	15-16
185.2785	0.0275	904	FR	15-16
185.4795	0.0225	905	FR	15-16
186.208	0.0145	906	FR	15-16
189.963	0.025	907	FR	15-16
190.9495	0.031	908	FR	15-16
201.658	0.018	909	FR	15-16
220.435	0.0355	910	FR	15-16
221.4995	0.028	911	FR	15-16
222.5605	0.0205	912	FR	15-16
224.664	0.0325	913	FR	15-16
226.634	0.0475	914	FR	15-16
228.4625	0.0215	915	FR	15-16
233.604	0.0395	916	FR	15-16
234.8615	0.0195	917	FR	15-16
1.6415	0.035	918	FR	17-18
2.6995	0.04	919	FR	17-18
12.771	0.024	920	FR	17-18
14.91	0.014	921	FR	17-18
22.432	0.01	922	FR	17-18
25.4635	0.0255	923	FR	17-18
27.4615	0.018	924	FR	17-18
28.486	0.0115	925	FR	17-18
30.892	0.0125	926	FR	17-18
51.207	0.0125	927	FR	17-18
58.165	0.015	928	FR	17-18
66.7665	0.0215	929	FR	17-18
70.154	0.0145	930	FR	17-18
72.342	0.01	931	FR	17-18
73.859	0.0165	932	FR	17-18
76.4845	0.0315	933	FR	17-18
81.9245	0.0185	934	FR	17-18
82.9455	0.0205	935	FR	17-18
84.078	0.011	936	FR	17-18
90.126	0.027	937	FR	17-18
122.0955	0.014	938	FR	17-18
123.0905	0.016	939	FR	17-18
124.9975	0.022	940	FR	17-18
125.987	0.0125	941	FR	17-18
128.7525	0.013	942	FR	17-18
130.8955	0.012	943	FR	17-18
139.027	0.0335	944	FR	17-18
140.128	0.022	945	FR	17-18
141.1015	0.0135	946	FR	17-18
169.5525	0.012	947	FR	17-18
175.325	0.0155	948	FR	17-18
185.2995	0.02	949	FR	17-18
190.973	0.012	950	FR	17-18
202.6175	0.0175	951	FR	17-18
219.3055	0.0315	952	FR	17-18
224.6805	0.019	953	FR	17-18
225.662	0.0285	954	FR	17-18
230.282	0.019	955	FR	17-18
233.6345	0.014	956	FR	17-18
233.65	0.0245	957	FR	17-18
0.502	0.0145	958	FR	18-19
2.7085	0.0265	959	FR	18-19
3.82	0.0145	960	FR	18-19
6.071	0.02	961	FR	18-19
12.77	0.0195	962	FR	18-19
13.8235	0.0385	963	FR	18-19
14.884	0.0325	964	FR	18-19
15.9885	0.013	965	FR	18-19
25.4655	0.016	966	FR	18-19
26.5465	0.0125	967	FR	18-19
27.466	0.0235	968	FR	18-19
30.605	0.014	969	FR	18-19
30.8945	0.0105	970	FR	18-19
31.702	0.0225	971	FR	18-19
34.968	0.017	972	FR	18-19
37.1465	0.0215	973	FR	18-19
38.067	0.018	974	FR	18-19
51.2205	0.015	975	FR	18-19
63.2305	0.015	976	FR	18-19
66.7495	0.0395	977	FR	18-19
70.14	0.043	978	FR	18-19
72.328	0.044	979	FR	18-19
73.865	0.012	980	FR	18-19
76.4855	0.0205	981	FR	18-19
81.906	0.0255	982	FR	18-19
82.9495	0.0185	983	FR	18-19
84.0775	0.02	984	FR	18-19
85.0725	0.015	985	FR	18-19
90.1335	0.012	986	FR	18-19
98.995	0.019	987	FR	18-19
103.7805	0.0115	988	FR	18-19
104.7345	0.021	989	FR	18-19
108.2195	0.018	990	FR	18-19
109.2585	0.0185	991	FR	18-19
120.0075	0.021	992	FR	18-19
122.102	0.0145	993	FR	18-19
123.0885	0.019	994	FR	18-19
123.959	0.024	995	FR	18-19
125.975	0.022	996	FR	18-19
126.8385	0.021	997	FR	18-19
128.7445	0.031	998	FR	18-19
137.296	0.0115	999	FR	18-19
139.031	0.023	1000	FR	18-19
140.1285	0.0205	1001	FR	18-19
141.103	0.0095	1002	FR	18-19
146.7855	0.026	1003	FR	18-19
156.3845	0.0185	1004	FR	18-19
162.492	0.0225	1005	FR	18-19
166.093	0.021	1006	FR	18-19
175.32	0.028	1007	FR	18-19
179.5345	0.022	1008	FR	18-19
185.3025	0.0235	1009	FR	18-19
186.2385	0.034	1010	FR	18-19
189.9825	0.0135	1011	FR	18-19
190.964	0.031	1012	FR	18-19
195.637	0.011	1013	FR	18-19
200.7395	0.019	1014	FR	18-19
201.671	0.024	1015	FR	18-19
208.473	0.019	1016	FR	18-19
210.43	0.0155	1017	FR	18-19
219.299	0.04	1018	FR	18-19
225.6435	0.038	1019	FR	18-19
228.4755	0.02	1020	FR	18-19
230.289	0.016	1021	FR	18-19
231.37	0.013	1022	FR	18-19
232.2535	0.023	1023	FR	18-19
0.49	0.03	1024	FR	19-20
3.8045	0.03	1025	FR	19-20
4.972	0.014	1026	FR	19-20
10.5595	0.014	1027	FR	19-20
11.691	0.026	1028	FR	19-20
12.7455	0.024	1029	FR	19-20
12.7705	0.017	1030	FR	19-20
13.817	0.015	1031	FR	19-20
14.869	0.0425	1032	FR	19-20
23.4705	0.019	1033	FR	19-20
26.545	0.013	1034	FR	19-20
27.467	0.0185	1035	FR	19-20
28.485	0.0195	1036	FR	19-20
31.6985	0.0365	1037	FR	19-20
34.97	0.015	1038	FR	19-20
38.0545	0.04	1039	FR	19-20
39.0765	0.0275	1040	FR	19-20
40.605	0.0185	1041	FR	19-20
42.847	0.0155	1042	FR	19-20
52.7785	0.0365	1043	FR	19-20
63.195	0.032	1044	FR	19-20
66.7565	0.0205	1045	FR	19-20
70.144	0.0385	1046	FR	19-20
72.344	0.0225	1047	FR	19-20
73.862	0.013	1048	FR	19-20
75.314	0.0345	1049	FR	19-20
76.4715	0.0215	1050	FR	19-20
78.722	0.0205	1051	FR	19-20
81.909	0.026	1052	FR	19-20
82.9385	0.0245	1053	FR	19-20
84.073	0.012	1054	FR	19-20
85.0715	0.0125	1055	FR	19-20
90.1165	0.0295	1056	FR	19-20
98.994	0.0205	1057	FR	19-20
104.7265	0.023	1058	FR	19-20
109.2535	0.026	1059	FR	19-20
119.999	0.025	1060	FR	19-20
121.1675	0.0155	1061	FR	19-20
122.1045	0.0105	1062	FR	19-20
123.088	0.018	1063	FR	19-20
124.994	0.017	1064	FR	19-20
125.9725	0.0195	1065	FR	19-20
126.839	0.012	1066	FR	19-20
128.7455	0.0305	1067	FR	19-20
129.791	0.0215	1068	FR	19-20
134.7415	0.016	1069	FR	19-20
139.0305	0.032	1070	FR	19-20
146.7785	0.0285	1071	FR	19-20
147.7295	0.0135	1072	FR	19-20
148.649	0.019	1073	FR	19-20
156.384	0.0185	1074	FR	19-20
168.542	0.0135	1075	FR	19-20
169.535	0.0325	1076	FR	19-20
175.3045	0.031	1077	FR	19-20
177.4725	0.0155	1078	FR	19-20
179.5335	0.0175	1079	FR	19-20
185.2925	0.0255	1080	FR	19-20
186.235	0.031	1081	FR	19-20
190.9545	0.0405	1082	FR	19-20
200.7355	0.0165	1083	FR	19-20
201.662	0.0295	1084	FR	19-20
202.609	0.019	1085	FR	19-20
208.4735	0.021	1086	FR	19-20
219.298	0.0245	1087	FR	19-20
222.5695	0.0115	1088	FR	19-20
223.6455	0.035	1089	FR	19-20
224.6855	0.0115	1090	FR	19-20
226.6435	0.029	1091	FR	19-20
228.466	0.0295	1092	FR	19-20
229.4015	0.019	1093	FR	19-20
230.2725	0.04	1094	FR	19-20
231.3545	0.024	1095	FR	19-20
232.246	0.0195	1096	FR	19-20
0.495	0.0185	1097	FR	20-21
1.6275	0.0145	1098	FR	20-21
3.802	0.023	1099	FR	20-21
4.9705	0.016	1100	FR	20-21
8.2725	0.02	1101	FR	20-21
10.5305	0.043	1102	FR	20-21
14.879	0.0245	1103	FR	20-21
20.5405	0.0135	1104	FR	20-21
23.462	0.029	1105	FR	20-21
24.429	0.0145	1106	FR	20-21
28.4745	0.025	1107	FR	20-21
30.8825	0.0225	1108	FR	20-21
31.702	0.0135	1109	FR	20-21
38.0535	0.0215	1110	FR	20-21
44.0025	0.02	1111	FR	20-21
46.1285	0.0135	1112	FR	20-21
51.199	0.027	1113	FR	20-21
52.7895	0.016	1114	FR	20-21
63.183	0.0505	1115	FR	20-21
70.134	0.031	1116	FR	20-21
72.3335	0.031	1117	FR	20-21
73.8555	0.026	1118	FR	20-21
75.314	0.025	1119	FR	20-21
76.478	0.022	1120	FR	20-21
82.935	0.0315	1121	FR	20-21
84.057	0.016	1122	FR	20-21
91.1005	0.0135	1123	FR	20-21
91.881	0.0175	1124	FR	20-21
112.1845	0.023	1125	FR	20-21
120.013	0.02	1126	FR	20-21
124.9895	0.011	1127	FR	20-21
130.874	0.027	1128	FR	20-21
140.1305	0.0255	1129	FR	20-21
141.8655	0.016	1130	FR	20-21
156.377	0.0205	1131	FR	20-21
168.54	0.022	1132	FR	20-21
169.5455	0.0135	1133	FR	20-21
175.3085	0.026	1134	FR	20-21
177.4795	0.0145	1135	FR	20-21
178.589	0.0215	1136	FR	20-21
187.301	0.01	1137	FR	20-21
189.9695	0.02	1138	FR	20-21
190.9525	0.0315	1139	FR	20-21
200.7385	0.0205	1140	FR	20-21
201.667	0.0215	1141	FR	20-21
202.596	0.031	1142	FR	20-21
203.7275	0.017	1143	FR	20-21
208.4825	0.016	1144	FR	20-21
210.4175	0.037	1145	FR	20-21
216.8365	0.028	1146	FR	20-21
222.583	0.0145	1147	FR	20-21
223.641	0.0275	1148	FR	20-21
225.645	0.04	1149	FR	20-21
227.512	0.0105	1150	FR	20-21
228.465	0.0305	1151	FR	20-21
229.404	0.0245	1152	FR	20-21
230.2835	0.014	1153	FR	20-21
231.3415	0.027	1154	FR	20-21
233.6325	0.026	1155	FR	20-21
0.494	0.0155	1156	FR	21-22
3.8005	0.029	1157	FR	21-22
4.971	0.0165	1158	FR	21-22
9.459	0.022	1159	FR	21-22
10.547	0.013	1160	FR	21-22
28.4795	0.0135	1161	FR	21-22
30.8935	0.021	1162	FR	21-22
31.6965	0.019	1163	FR	21-22
38.041	0.034	1164	FR	21-22
40.602	0.0315	1165	FR	21-22
43.996	0.021	1166	FR	21-22
46.127	0.0265	1167	FR	21-22
51.1845	0.0195	1168	FR	21-22
51.207	0.02	1169	FR	21-22
52.7765	0.0195	1170	FR	21-22
72.3295	0.035	1171	FR	21-22
73.8465	0.0145	1172	FR	21-22
75.319	0.016	1173	FR	21-22
76.4765	0.019	1174	FR	21-22
78.731	0.016	1175	FR	21-22
80.871	0.0235	1176	FR	21-22
81.901	0.0355	1177	FR	21-22
82.9275	0.024	1178	FR	21-22
84.056	0.0165	1179	FR	21-22
85.067	0.0145	1180	FR	21-22
91.8675	0.0335	1181	FR	21-22
119.9935	0.04	1182	FR	21-22
122.091	0.0235	1183	FR	21-22
124.9885	0.0115	1184	FR	21-22
128.7375	0.021	1185	FR	21-22
129.7915	0.024	1186	FR	21-22
140.123	0.015	1187	FR	21-22
141.1	0.017	1188	FR	21-22
146.7695	0.0185	1189	FR	21-22
156.3795	0.019	1190	FR	21-22
169.5455	0.011	1191	FR	21-22
174.1485	0.0295	1192	FR	21-22
175.2945	0.0455	1193	FR	21-22
179.509	0.0355	1194	FR	21-22
181.5725	0.0215	1195	FR	21-22
182.497	0.0145	1196	FR	21-22
183.391	0.0105	1197	FR	21-22
189.975	0.026	1198	FR	21-22
190.9595	0.0105	1199	FR	21-22
201.6585	0.0145	1200	FR	21-22
216.835	0.0225	1201	FR	21-22
220.4295	0.0205	1202	FR	21-22
222.585	0.018	1203	FR	21-22
223.6595	0.018	1204	FR	21-22
224.6715	0.02	1205	FR	21-22
225.6565	0.028	1206	FR	21-22
226.646	0.013	1207	FR	21-22
229.4005	0.0275	1208	FR	21-22
230.2755	0.011	1209	FR	21-22
231.3455	0.024	1210	FR	21-22
1.633	0.0255	1211	FR	22-23
2.6955	0.0155	1212	FR	22-23
3.804	0.011	1213	FR	22-23
4.9655	0.012	1214	FR	22-23
8.273	0.018	1215	FR	22-23
12.757	0.024	1216	FR	22-23
13.807	0.028	1217	FR	22-23
28.4735	0.018	1218	FR	22-23
31.6915	0.0165	1219	FR	22-23
35.9915	0.012	1220	FR	22-23
42.0165	0.0375	1221	FR	22-23
46.137	0.011	1222	FR	22-23
51.1835	0.033	1223	FR	22-23
53.7935	0.018	1224	FR	22-23
63.205	0.017	1225	FR	22-23
72.322	0.0135	1226	FR	22-23
73.8375	0.0315	1227	FR	22-23
75.3025	0.0165	1228	FR	22-23
78.7235	0.0145	1229	FR	22-23
80.8765	0.0155	1230	FR	22-23
81.913	0.016	1231	FR	22-23
82.929	0.0175	1232	FR	22-23
88.005	0.0145	1233	FR	22-23
94.6365	0.0095	1234	FR	22-23
100.9585	0.0195	1235	FR	22-23
103.7735	0.011	1236	FR	22-23
107.317	0.0175	1237	FR	22-23
109.2355	0.0175	1238	FR	22-23
112.1775	0.0135	1239	FR	22-23
119.996	0.018	1240	FR	22-23
122.089	0.0335	1241	FR	22-23
123.954	0.0225	1242	FR	22-23
128.7355	0.016	1243	FR	22-23
146.7615	0.0285	1244	FR	22-23
147.7025	0.019	1245	FR	22-23
148.643	0.0135	1246	FR	22-23
168.531	0.016	1247	FR	22-23
175.299	0.017	1248	FR	22-23
180.5005	0.021	1249	FR	22-23
182.827	0.011	1250	FR	22-23
183.3755	0.0145	1251	FR	22-23
189.021	0.016	1252	FR	22-23
189.9745	0.0185	1253	FR	22-23
190.9665	0.0275	1254	FR	22-23
200.7275	0.0155	1255	FR	22-23
201.6585	0.029	1256	FR	22-23
202.599	0.0105	1257	FR	22-23
208.456	0.0375	1258	FR	22-23
209.7275	0.015	1259	FR	22-23
210.419	0.012	1260	FR	22-23
220.438	0.02	1261	FR	22-23
221.4895	0.032	1262	FR	22-23
226.6455	0.0165	1263	FR	22-23
231.3295	0.0555	1264	FR	22-23
233.635	0.016	1265	FR	22-23
235.096	0.012	1266	FR	22-23
1.634	0.0305	1267	FR	23-24
2.697	0.033	1268	FR	23-24
3.804	0.0165	1269	FR	23-24
4.968	0.025	1270	FR	23-24
6.0565	0.0245	1271	FR	23-24
8.275	0.029	1272	FR	23-24
10.5585	0.035	1273	FR	23-24
11.6985	0.029	1274	FR	23-24
12.763	0.013	1275	FR	23-24
13.833	0.02	1276	FR	23-24
26.5325	0.0245	1277	FR	23-24
32.82	0.02	1278	FR	23-24
34.9505	0.0345	1279	FR	23-24
35.977	0.0255	1280	FR	23-24
40.5965	0.0185	1281	FR	23-24
42.016	0.02	1282	FR	23-24
70.147	0.0215	1283	FR	23-24
73.841	0.0465	1284	FR	23-24
76.4755	0.032	1285	FR	23-24
77.6395	0.017	1286	FR	23-24
78.729	0.0135	1287	FR	23-24
80.8765	0.017	1288	FR	23-24
81.903	0.0355	1289	FR	23-24
82.9365	0.021	1290	FR	23-24
84.0485	0.037	1291	FR	23-24
85.0555	0.025	1292	FR	23-24
90.1115	0.028	1293	FR	23-24
91.8885	0.016	1294	FR	23-24
97.748	0.014	1295	FR	23-24
104.72	0.0185	1296	FR	23-24
119.9965	0.014	1297	FR	23-24
122.0915	0.0225	1298	FR	23-24
123.0745	0.032	1299	FR	23-24
123.9585	0.0165	1300	FR	23-24
125.982	0.0215	1301	FR	23-24
126.8195	0.036	1302	FR	23-24
128.7375	0.023	1303	FR	23-24
129.7845	0.0295	1304	FR	23-24
130.893	0.0165	1305	FR	23-24
146.7685	0.013	1306	FR	23-24
160.8545	0.0135	1307	FR	23-24
162.489	0.026	1308	FR	23-24
163.391	0.0125	1309	FR	23-24
168.5345	0.032	1310	FR	23-24
175.3075	0.0355	1311	FR	23-24
176.5335	0.026	1312	FR	23-24
183.3705	0.02	1313	FR	23-24
189.9735	0.026	1314	FR	23-24
190.954	0.0185	1315	FR	23-24
199.857	0.0125	1316	FR	23-24
200.7215	0.0275	1317	FR	23-24
201.657	0.023	1318	FR	23-24
202.59	0.02	1319	FR	23-24
208.4835	0.011	1320	FR	23-24
210.4035	0.022	1321	FR	23-24
219.307	0.02	1322	FR	23-24
220.443	0.03	1323	FR	23-24
222.577	0.03	1324	FR	23-24
225.631	0.0285	1325	FR	23-24
226.649	0.043	1326	FR	23-24
227.511	0.03	1327	FR	23-24
229.387	0.022	1328	FR	23-24
230.2645	0.0335	1329	FR	23-24
0.481	0.026	1330	FR	25-26
2.723	0.0145	1331	FR	25-26
4.99	0.0165	1332	FR	25-26
8.284	0.0235	1333	FR	25-26
11.71	0.0195	1334	FR	25-26
14.888	0.019	1335	FR	25-26
22.4315	0.0115	1336	FR	25-26
25.4635	0.0185	1337	FR	25-26
27.4685	0.019	1338	FR	25-26
30.886	0.018	1339	FR	25-26
31.703	0.0225	1340	FR	25-26
32.835	0.0175	1341	FR	25-26
51.1955	0.0245	1342	FR	25-26
52.806	0.017	1343	FR	25-26
63.2215	0.012	1344	FR	25-26
70.1535	0.0265	1345	FR	25-26
75.318	0.031	1346	FR	25-26
76.4845	0.036	1347	FR	25-26
82.936	0.04	1348	FR	25-26
120.014	0.016	1349	FR	25-26
122.1015	0.016	1350	FR	25-26
123.0965	0.014	1351	FR	25-26
128.753	0.015	1352	FR	25-26
139.1295	0.011	1353	FR	25-26
155.4895	0.012	1354	FR	25-26
169.548	0.0245	1355	FR	25-26
174.1645	0.0395	1356	FR	25-26
176.5675	0.0145	1357	FR	25-26
177.482	0.0125	1358	FR	25-26
190.9675	0.0225	1359	FR	25-26
202.62	0.017	1360	FR	25-26
222.5885	0.0125	1361	FR	25-26
224.681	0.0125	1362	FR	25-26
225.648	0.017	1363	FR	25-26
226.657	0.0255	1364	FR	25-26
231.354	0.0145	1365	FR	25-26
0.483	0.038	1366	FR	26-27
4.9845	0.02	1367	FR	26-27
8.28	0.028	1368	FR	26-27
9.4695	0.0275	1369	FR	26-27
10.5645	0.0275	1370	FR	26-27
30.876	0.0205	1371	FR	26-27
31.7035	0.021	1372	FR	26-27
63.1945	0.012	1373	FR	26-27
66.7655	0.0195	1374	FR	26-27
70.1545	0.0215	1375	FR	26-27
73.8575	0.0225	1376	FR	26-27
75.3245	0.029	1377	FR	26-27
76.4955	0.02	1378	FR	26-27
78.7265	0.0165	1379	FR	26-27
81.9195	0.0235	1380	FR	26-27
82.9435	0.0285	1381	FR	26-27
88.024	0.014	1382	FR	26-27
91.107	0.0105	1383	FR	26-27
174.171	0.0325	1384	FR	26-27
176.568	0.0145	1385	FR	26-27
190.9645	0.0145	1386	FR	26-27
201.686	0.0155	1387	FR	26-27
202.618	0.018	1388	FR	26-27
219.3145	0.0095	1389	FR	26-27
222.584	0.0135	1390	FR	26-27
1.6445	0.017	1391	FR	27-28
25.4545	0.0265	1392	FR	27-28
39.0765	0.0245	1393	FR	27-28
70.151	0.0285	1394	FR	27-28
75.324	0.039	1395	FR	27-28
76.4885	0.0165	1396	FR	27-28
81.9165	0.03	1397	FR	27-28
82.936	0.0305	1398	FR	27-28
122.089	0.024	1399	FR	27-28
225.646	0.023	1400	FR	27-28
0.498	0.0155	1401	FR	28-29
3.8025	0.027	1402	FR	28-29
9.464	0.025	1403	FR	28-29
30.8885	0.0205	1404	FR	28-29
78.7275	0.0215	1405	FR	28-29
82.946	0.0175	1406	FR	28-29
228.4625	0.02	1407	FR	28-29
3.8055	0.0175	1408	FR	29-30
39.0815	0.0145	1409	FR	29-30
73.8635	0.012	1410	FR	29-30
78.726	0.0165	1411	FR	29-30
224.6805	0.012	1412	FR	29-30
148.6425	0.0145	1413	FR	30-31
